測鎢,潠備,�梪�,ヶ彶攫歎(啋),羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),傖蝠踢塗(啋),梀視(啋),梀視盟(%),歙歎(啋),遙忒薹(%),A嘖霜籵庈硉(啋),B嘖霜籵庈硉(啋),軞庈硉(啋),A嘖霜籵嘖掛(嘖),B嘖霜籵嘖掛(嘖),軞嘖掛(嘖),庈荅薹,庈噱薹,庈种薹,庈珋薹,
600876.SH,醫栠產薛,1996-01-09,4.6251,4.7513,4.9755,4.6462,4.9755,1326300,9207361,0.3504,7.5758,6.9421,3.3157,284000000,N/A,4970000000,40000000,0,700000000,20.3186,2.4903,5.2404,N/A,
600876.SH,醫栠產薛,1996-01-10,4.9755,4.8704,4.8704,4.6952,4.8284,960400,6554369,-0.1472,-2.9577,6.8246,2.401,275600000,N/A,4823000000,40000000,0,700000000,19.7176,2.4166,5.0854,N/A,
600876.SH,醫栠產薛,1996-01-11,4.8284,4.8354,4.8914,4.7092,4.7443,425100,2896830,-0.0841,-1.7417,6.8145,1.0628,270800000,N/A,4739000000,40000000,0,700000000,19.3742,2.3745,4.9969,N/A,
600876.SH,醫栠產薛,1996-01-12,4.7443,4.7022,4.8564,4.6812,4.7723,489200,3320884,0.028,0.5908,6.7884,1.223,272400000,N/A,4767000000,40000000,0,700000000,19.4887,2.3886,5.0264,N/A,
600876.SH,醫栠產薛,1996-01-15,4.7723,4.7022,4.9054,4.6952,4.8634,446300,3075445,0.0911,1.909,6.891,1.1158,277600000,N/A,4858000000,40000000,0,700000000,19.8607,2.4342,5.1223,N/A,
600876.SH,醫栠產薛,1996-01-16,4.8634,4.9054,4.9054,4.7443,4.7793,361200,2486384,-0.0841,-1.7291,6.8837,0.903,272800000,N/A,4774000000,40000000,0,700000000,19.5173,2.3921,5.0338,N/A,
600876.SH,醫栠產薛,1996-01-17,4.7793,4.7302,4.7793,4.6251,4.6812,382600,2558588,-0.0981,-2.0528,6.6874,0.9565,267200000,N/A,4676000000,40000000,0,700000000,19.1167,2.343,4.9304,N/A,
600876.SH,醫栠產薛,1996-01-18,4.6812,4.6602,4.6602,4.2117,4.3799,702400,4448595,-0.3013,-6.4371,6.3334,1.756,250000000,N/A,4375000000,40000000,0,700000000,17.8861,2.1922,4.613,N/A,
600876.SH,醫栠產薛,1996-01-19,4.3799,4.3658,4.4149,4.1907,4.4009,424000,2639148,0.021,0.48,6.2244,1.06,251200000,N/A,4396000000,40000000,0,700000000,17.9719,2.2027,4.6352,N/A,
600876.SH,醫栠產薛,1996-01-22,4.4009,4.2818,4.3799,4.2747,4.3308,303000,1875616,-0.0701,-1.5924,6.1902,0.7575,247200000,N/A,4326000000,40000000,0,700000000,17.6858,2.1676,4.5614,N/A,
600876.SH,醫栠產薛,1996-01-23,4.3308,4.2607,4.3729,4.2607,4.3448,184600,1143871,0.014,0.3236,6.1965,0.4615,248000000,N/A,4340000000,40000000,0,700000000,17.743,2.1746,4.5761,N/A,
600876.SH,醫栠產薛,1996-01-24,4.3448,4.2818,4.4219,4.2818,4.3799,273400,1715819,0.035,0.8065,6.2759,0.6835,250000000,N/A,4375000000,40000000,0,700000000,17.8861,2.1922,4.613,N/A,
600876.SH,醫栠產薛,1996-01-25,4.3799,4.3588,4.527,4.3448,4.3518,593500,3765664,-0.028,-0.64,6.3448,1.4837,248400000,N/A,4347000000,40000000,0,700000000,17.7716,2.1781,4.5835,N/A,
600876.SH,醫栠產薛,1996-01-26,4.3518,4.3098,4.513,4.2747,4.4149,241700,1514282,0.0631,1.4493,6.2651,0.6043,252000000,N/A,4410000000,40000000,0,700000000,18.0292,2.2097,4.65,N/A,
600876.SH,醫栠產薛,1996-01-29,4.4149,4.4149,4.485,4.4149,4.4429,351500,2225116,0.028,0.6349,6.3303,0.8788,253600000,N/A,4438000000,40000000,0,700000000,18.1437,2.2237,4.6795,N/A,
600876.SH,醫栠產薛,1996-01-30,4.4429,4.4149,4.499,4.4009,4.4429,207300,1310967,0,0,6.324,0.5182,253600000,N/A,4438000000,40000000,0,700000000,18.1437,2.2237,4.6795,N/A,
600876.SH,醫栠產薛,1996-01-31,4.4429,4.4219,4.499,4.3939,4.485,368500,2350089,0.042,0.9464,6.3774,0.9213,256000000,N/A,4480000000,40000000,0,700000000,18.3154,2.2448,4.7238,N/A,
600876.SH,醫栠產薛,1996-02-01,4.485,4.464,4.485,4.4149,4.471,195600,1245760,-0.014,-0.3125,6.3689,0.489,255200000,N/A,4466000000,40000000,0,700000000,18.2581,2.2378,4.709,N/A,
600876.SH,醫栠產薛,1996-02-02,4.471,4.4289,4.6111,4.4289,4.5551,392600,2519781,0.0841,1.8809,6.4182,0.9815,260000000,N/A,4550000000,40000000,0,700000000,18.6015,2.2798,4.7976,N/A,
600876.SH,醫栠產薛,1996-02-05,4.5551,4.5761,4.6251,4.3799,4.3939,679900,4412562,-0.1612,-3.5385,6.49,1.6997,250800000,N/A,4389000000,40000000,0,700000000,17.9433,2.1992,4.6278,N/A,
600876.SH,醫栠產薛,1996-02-06,4.3939,4.3448,4.3939,4.3448,4.3658,269600,1678677,-0.028,-0.638,6.2265,0.674,249200000,N/A,4361000000,40000000,0,700000000,17.8289,2.1851,4.5983,N/A,
600876.SH,醫栠產薛,1996-02-07,4.3658,4.3588,4.5551,4.3378,4.513,644800,4137688,0.1472,3.3708,6.417,1.612,257600000,N/A,4508000000,40000000,0,700000000,18.4298,2.2588,4.7533,N/A,
600876.SH,醫栠產薛,1996-02-08,4.513,4.4499,4.492,4.4499,4.4499,107900,687195,-0.0631,-1.3975,6.3688,0.2697,254000000,N/A,4445000000,40000000,0,700000000,18.1723,2.2272,4.6869,N/A,
600876.SH,醫栠產薛,1996-02-09,4.4499,4.4499,4.485,4.4219,4.471,111300,709243,0.021,0.4724,6.3724,0.2782,255200000,N/A,4466000000,40000000,0,700000000,18.2581,2.2378,4.709,N/A,
600876.SH,醫栠產薛,1996-02-12,4.471,4.4499,4.485,4.4219,4.4569,108500,690838,-0.014,-0.3135,6.3672,0.2712,254400000,N/A,4452000000,40000000,0,700000000,18.2009,2.2307,4.6942,N/A,
600876.SH,醫栠產薛,1996-02-13,4.4569,4.485,4.492,4.4569,4.485,117100,748988,0.028,0.6289,6.3961,0.2928,256000000,N/A,4480000000,40000000,0,700000000,18.3154,2.2448,4.7238,N/A,
600876.SH,醫栠產薛,1996-02-14,4.485,4.485,4.52,4.4499,4.471,126500,809441,-0.014,-0.3125,6.3987,0.3162,255200000,N/A,4466000000,40000000,0,700000000,18.2581,2.2378,4.709,N/A,
600876.SH,醫栠產薛,1996-02-15,4.471,4.4569,4.513,4.4499,4.499,154000,986373,0.028,0.627,6.405,0.385,256800000,N/A,4494000000,40000000,0,700000000,18.3726,2.2518,4.7385,N/A,
600876.SH,醫栠產薛,1996-02-16,4.499,4.541,4.6812,4.52,4.6532,1048600,6935656,0.1542,3.4268,6.6142,2.6215,265600000,N/A,4648000000,40000000,0,700000000,19.0022,2.3289,4.9009,N/A,
600876.SH,醫栠產薛,1996-03-04,4.6532,4.9615,5.2909,4.8354,5.2558,3356100,24375537,0.6027,12.9518,7.2631,8.3902,300000000,N/A,5250000000,40000000,0,700000000,21.4633,2.6306,5.5357,N/A,
600876.SH,醫栠產薛,1996-03-05,5.2558,5.2558,5.2979,4.9755,5.0316,1917100,14117682,-0.2242,-4.2667,7.3641,4.7927,287200000,N/A,5026000000,40000000,0,700000000,20.5475,2.5184,5.2995,N/A,
600876.SH,醫栠產薛,1996-03-06,5.0316,4.9755,4.9895,4.7513,4.7513,1181100,8219828,-0.2803,-5.571,6.9595,2.9527,271200000,N/A,4746000000,40000000,0,700000000,19.4028,2.3781,5.0042,N/A,
600876.SH,醫栠產薛,1996-03-07,4.7513,4.6952,4.8494,4.6672,4.8354,449500,3068411,0.0841,1.7699,6.8263,1.1238,276000000,N/A,4830000000,40000000,0,700000000,19.7462,2.4201,5.0928,N/A,
600876.SH,醫栠產薛,1996-03-08,4.8354,4.8003,4.8354,4.7302,4.8214,386700,2631512,-0.014,-0.2899,6.805,0.9668,275200000,N/A,4816000000,40000000,0,700000000,19.689,2.4131,5.078,N/A,
600876.SH,醫栠產薛,1996-03-11,4.8214,4.7653,4.9054,4.7653,4.8354,298800,2066748,0.014,0.2907,6.9168,0.747,276000000,N/A,4830000000,40000000,0,700000000,19.7462,2.4201,5.0928,N/A,
600876.SH,醫栠產薛,1996-03-12,4.8354,4.8214,4.8214,4.7092,4.7373,278800,1886929,-0.0981,-2.029,6.768,0.697,270400000,N/A,4732000000,40000000,0,700000000,19.3456,2.371,4.9895,N/A,
600876.SH,醫栠產薛,1996-03-13,4.7373,4.7373,4.9054,4.7162,4.7723,180800,1235096,0.035,0.7396,6.8313,0.452,272400000,N/A,4767000000,40000000,0,700000000,19.4887,2.3886,5.0264,N/A,
600876.SH,醫栠產薛,1996-03-14,4.7723,4.7653,4.8003,4.7302,4.7583,103100,702004,-0.014,-0.2937,6.809,0.2577,271600000,N/A,4753000000,40000000,0,700000000,19.4315,2.3816,5.0116,N/A,
600876.SH,醫栠產薛,1996-03-15,4.7583,4.6952,4.7583,4.6742,4.7513,198000,1329812,-0.007,-0.1473,6.7162,0.495,271200000,N/A,4746000000,40000000,0,700000000,19.4028,2.3781,5.0042,N/A,
600876.SH,醫栠產薛,1996-03-18,4.7513,4.6952,4.8073,4.6952,4.8003,171600,1169575,0.0491,1.0324,6.8157,0.429,274000000,N/A,4795000000,40000000,0,700000000,19.6032,2.4026,5.0559,N/A,
600876.SH,醫栠產薛,1996-03-19,4.8003,4.7793,4.8354,4.7793,4.7793,148800,1019290,-0.021,-0.438,6.8501,0.372,272800000,N/A,4774000000,40000000,0,700000000,19.5173,2.3921,5.0338,N/A,
600876.SH,醫栠產薛,1996-03-20,4.7793,4.7653,4.8634,4.7653,4.8214,130000,893437,0.042,0.8798,6.8726,0.325,275200000,N/A,4816000000,40000000,0,700000000,19.689,2.4131,5.078,N/A,
600876.SH,醫栠產薛,1996-03-21,4.8214,4.8073,4.8704,4.8003,4.8214,351300,2425600,0,0,6.9046,0.8783,275200000,N/A,4816000000,40000000,0,700000000,19.689,2.4131,5.078,N/A,
600876.SH,醫栠產薛,1996-03-22,4.8214,4.7933,4.8354,4.7793,4.8143,228300,1566684,-0.007,-0.1453,6.8624,0.5707,274800000,N/A,4809000000,40000000,0,700000000,19.6604,2.4096,5.0707,N/A,
600876.SH,醫栠產薛,1996-03-25,4.8143,4.8354,4.8634,4.8073,4.8214,160500,1107449,0.007,0.1456,6.9,0.4012,275200000,N/A,4816000000,40000000,0,700000000,19.689,2.4131,5.078,N/A,
600876.SH,醫栠產薛,1996-03-26,4.8214,4.8354,4.8354,4.7302,4.7653,231700,1580684,-0.0561,-1.1628,6.8221,0.5793,272000000,N/A,4760000000,40000000,0,700000000,19.4601,2.3851,5.019,N/A,
600876.SH,醫栠產薛,1996-03-27,4.7653,4.7022,4.7653,4.6742,4.7232,236700,1585940,-0.042,-0.8824,6.7002,0.5917,269600000,N/A,4718000000,40000000,0,700000000,19.2884,2.364,4.9747,N/A,
600876.SH,醫栠產薛,1996-03-28,4.7232,4.8984,4.8984,4.6321,4.6462,202800,1361252,-0.0771,-1.632,6.7123,0.507,265200000,N/A,4641000000,40000000,0,700000000,18.9736,2.3254,4.8935,N/A,
600876.SH,醫栠產薛,1996-03-29,4.6462,4.6462,4.6462,4.5691,4.5971,198100,1301003,-0.0491,-1.0558,6.5674,0.4953,262400000,N/A,4592000000,40000000,0,700000000,18.7732,2.3009,4.8419,N/A,
600876.SH,醫栠產薛,1996-04-01,4.5971,4.8284,4.8634,4.6111,4.6672,728233,4845959,0.0701,1.5244,6.6544,1.8206,266400000,N/A,4662000000,40000000,0,700000000,19.0594,2.336,4.9157,N/A,
600876.SH,醫栠產薛,1996-04-02,4.6672,4.6111,4.6672,4.5551,4.5691,222200,1457413,-0.0981,-2.1021,6.559,0.5555,260800000,N/A,4564000000,40000000,0,700000000,18.6588,2.2869,4.8123,N/A,
600876.SH,醫栠產薛,1996-04-03,4.5691,4.5691,4.6742,4.5551,4.5901,133200,872532,0.021,0.4601,6.5505,0.333,262000000,N/A,4585000000,40000000,0,700000000,18.7446,2.2974,4.8345,N/A,
600876.SH,醫栠產薛,1996-04-04,4.5901,4.5551,4.6251,4.5551,4.5971,149600,982000,0.007,0.1527,6.5642,0.374,262400000,N/A,4592000000,40000000,0,700000000,18.7732,2.3009,4.8419,N/A,
600876.SH,醫栠產薛,1996-04-05,4.5971,4.6321,4.7793,4.6251,4.7302,223100,1496709,0.1331,2.8963,6.7087,0.5577,270000000,N/A,4725000000,40000000,0,700000000,19.317,2.3675,4.9821,N/A,
600876.SH,醫栠產薛,1996-04-08,4.7302,4.7723,4.8704,4.6882,4.7583,318600,2169240,0.028,0.5926,6.8087,0.7965,271600000,N/A,4753000000,40000000,0,700000000,19.4315,2.3816,5.0116,N/A,
600876.SH,醫栠產薛,1996-04-09,4.7583,4.7302,4.7583,4.7162,4.7232,117200,791725,-0.035,-0.7364,6.7553,0.293,269600000,N/A,4718000000,40000000,0,700000000,19.2884,2.364,4.9747,N/A,
600876.SH,醫栠產薛,1996-04-10,4.7232,4.6952,4.7653,4.6952,4.7232,262600,1775421,0,0,6.7609,0.6565,269600000,N/A,4718000000,40000000,0,700000000,19.2884,2.364,4.9747,N/A,
600876.SH,醫栠產薛,1996-04-11,4.7232,4.7302,4.7513,4.6952,4.7513,169400,1139786,0.028,0.5935,6.7284,0.4235,271200000,N/A,4746000000,40000000,0,700000000,19.4028,2.3781,5.0042,N/A,
600876.SH,醫栠產薛,1996-04-12,4.7513,4.8704,4.8704,4.7513,4.7653,298000,2037642,0.014,0.295,6.8377,0.745,272000000,N/A,4760000000,40000000,0,700000000,19.4601,2.3851,5.019,N/A,
600876.SH,醫栠產薛,1996-04-15,4.7653,4.8214,4.8214,4.7092,4.7373,186900,1267788,-0.028,-0.5882,6.7832,0.4672,270400000,N/A,4732000000,40000000,0,700000000,19.3456,2.371,4.9895,N/A,
600876.SH,醫栠產薛,1996-04-16,4.7373,4.6952,4.8003,4.6952,4.7653,235300,1602095,0.028,0.5917,6.8087,0.5882,272000000,N/A,4760000000,40000000,0,700000000,19.4601,2.3851,5.019,N/A,
600876.SH,醫栠產薛,1996-04-17,4.7653,4.7513,4.8284,4.7513,4.8143,323900,2223378,0.0491,1.0294,6.8644,0.8098,274800000,N/A,4809000000,40000000,0,700000000,19.6604,2.4096,5.0707,N/A,
600876.SH,醫栠產薛,1996-04-18,4.8143,4.7933,4.9054,4.7723,4.9054,407300,2817812,0.0911,1.8923,6.9183,1.0183,280000000,N/A,4900000000,40000000,0,700000000,20.0324,2.4552,5.1666,N/A,
600876.SH,醫栠產薛,1996-04-19,4.9054,5.1017,5.1157,4.9615,5.0947,1354300,9777083,0.1892,3.8571,7.2193,3.3857,290800000,N/A,5089000000,40000000,0,700000000,20.8051,2.5499,5.3659,N/A,
600876.SH,醫栠產薛,1996-04-22,5.0947,5.1858,5.2488,4.9685,4.9895,1621100,11791940,-0.1051,-2.0633,7.274,4.0528,284800000,N/A,4984000000,40000000,0,700000000,20.3758,2.4973,5.2552,N/A,
600876.SH,醫栠產薛,1996-04-23,4.9895,4.8564,5.0806,4.8214,5.0736,1179900,8386441,0.0841,1.6854,7.1078,2.9497,289600000,N/A,5068000000,40000000,0,700000000,20.7193,2.5394,5.3438,N/A,
600876.SH,醫栠產薛,1996-04-24,5.0736,5.1157,5.4801,5.1157,5.4731,3762500,28484134,0.3994,7.8729,7.5705,9.4063,312400000,N/A,5467000000,40000000,0,700000000,22.3505,2.7393,5.7645,N/A,
600876.SH,醫栠產薛,1996-04-25,5.4731,5.5011,5.6623,5.1297,5.2698,2954400,22772967,-0.2032,-3.7132,7.7082,7.386,300800000,N/A,5264000000,40000000,0,700000000,21.5205,2.6376,5.5504,N/A,
